"IBC.code","Start.Date","End.Date","Reported.Minimum","Reported.Maximum","Province"
"k6162","23 Apr 2007","23 Apr 2007",2,2,"Babil"
"k6164","23 Apr 2007","23 Apr 2007",1,1,"Baghdad"
"k6165","23 Apr 2007","23 Apr 2007",1,1,"Nineveh"
"d2793","23 Apr 2007","23 Apr 2007",1,1,"Anbar"
"d2881","23 Apr 2007","23 Apr 2007",1,1,"Baghdad"
"d2882","23 Apr 2007","23 Apr 2007",1,1,"Basra"
"d2884","23 Apr 2007","23 Apr 2007",2,2,"Nineveh"
"d2885","23 Apr 2007","23 Apr 2007",1,1,"Nineveh"
"d2886","23 Apr 2007","23 Apr 2007",1,1,"Baghdad"
"d2887","22 Apr 2007","23 Apr 2007",3,3,"Salah ad Din"
"k6163a","23 Apr 2007","23 Apr 2007",3,3,"Baghdad"
"k6163b","23 Apr 2007","23 Apr 2007",3,3,"Baghdad"
"k6163c","23 Apr 2007","23 Apr 2007",2,2,"Baghdad"
"k6163d","23 Apr 2007","23 Apr 2007",2,2,"Baghdad"
"k6163e","23 Apr 2007","23 Apr 2007",1,1,"Baghdad"
"k6163f","23 Apr 2007","23 Apr 2007",1,1,"Baghdad"
"k6163g","23 Apr 2007","23 Apr 2007",1,1,"Baghdad"
"k6163h","23 Apr 2007","23 Apr 2007",1,1,"Baghdad"
"k6163i","23 Apr 2007","23 Apr 2007",1,1,"Baghdad"
"k6143","22 Apr 2007","22 Apr 2007",2,2,"Anbar"
"k6144","22 Apr 2007","22 Apr 2007",1,1,"Wasit"
"k6145","22 Apr 2007","22 Apr 2007",1,1,"Baghdad"
"k6146","22 Apr 2007","22 Apr 2007",1,1,"Baghdad"
"k6147","22 Apr 2007","22 Apr 2007",1,1,"Baghdad"
"k6148","22 Apr 2007","22 Apr 2007",2,2,"Nineveh"
"k6149","22 Apr 2007","22 Apr 2007",2,2,"Baghdad"
"k6150","22 Apr 2007","22 Apr 2007",1,1,"Basra"
"k6151","22 Apr 2007","22 Apr 2007",11,11,"Baghdad"
"k6152","22 Apr 2007","22 Apr 2007",6,7,"Baghdad"
"k6153","22 Apr 2007","22 Apr 2007",21,23,"Nineveh"
"k6154","22 Apr 2007","22 Apr 2007",10,14,"Baghdad"
"d2879","22 Apr 2007","22 Apr 2007",1,1,"Diyala"
"d2880","22 Apr 2007","22 Apr 2007",1,1,"Salah ad Din"
"d2883","22 Apr 2007","22 Apr 2007",3,3,"Basra"
"k6144b","22 Apr 2007","22 Apr 2007",2,2,"Wasit"
"d4557","22 Apr 2007","22 Apr 2007",1,1,"Baghdad"
"k6135","21 Apr 2007","21 Apr 2007",8,8,"Diyala"
"k6136","21 Apr 2007","21 Apr 2007",2,2,"Babil"
"k6138","21 Apr 2007","21 Apr 2007",1,1,"Baghdad"
"k6139","21 Apr 2007","21 Apr 2007",1,1,"Basra"
"k6140","21 Apr 2007","21 Apr 2007",2,2,"Baghdad"
"k6141","21 Apr 2007","21 Apr 2007",4,4,"Kirkuk"
"k6142","21 Apr 2007","21 Apr 2007",1,1,"Anbar"
"d2792","21 Apr 2007","21 Apr 2007",1,1,"Anbar"
"d2875","21 Apr 2007","21 Apr 2007",2,2,"Baghdad"
"d2876","21 Apr 2007","21 Apr 2007",5,5,"Wasit"
"d2877","21 Apr 2007","21 Apr 2007",5,5,NA
"d2878","21 Apr 2007","21 Apr 2007",2,2,NA
"k6137a","21 Apr 2007","21 Apr 2007",2,2,"Baghdad"
"k6137b","21 Apr 2007","21 Apr 2007",2,2,"Baghdad"
"k6137c","21 Apr 2007","21 Apr 2007",1,1,"Baghdad"
"k6137d","21 Apr 2007","21 Apr 2007",1,1,"Baghdad"
"k6137e","21 Apr 2007","21 Apr 2007",1,1,"Baghdad"
"k6137f","21 Apr 2007","21 Apr 2007",1,1,"Baghdad"
"k6137g","21 Apr 2007","21 Apr 2007",1,1,"Baghdad"
"k6137h","21 Apr 2007","21 Apr 2007",1,1,"Baghdad"
"k6137i","21 Apr 2007","21 Apr 2007",1,1,"Baghdad"
"k6130","20 Apr 2007","20 Apr 2007",8,8,"Anbar"
"k6132","20 Apr 2007","20 Apr 2007",1,1,"Dhi Quar"
"k6133","20 Apr 2007","20 Apr 2007",2,2,"Salah ad Din"
"k6134","20 Apr 2007","20 Apr 2007",1,1,"Baghdad"
"d2791","20 Apr 2007","20 Apr 2007",1,1,"Anbar"
"d2867","20 Apr 2007","20 Apr 2007",3,3,"Nineveh"
"d2868","20 Apr 2007","20 Apr 2007",1,1,"Nineveh"
"d2869","20 Apr 2007","20 Apr 2007",2,2,"Basra"
"d2870","20 Apr 2007","20 Apr 2007",1,1,"Diyala"
"d2871","20 Apr 2007","20 Apr 2007",2,2,"Diyala"
"d2872","20 Apr 2007","20 Apr 2007",1,1,"Najaf"
"d2873","20 Apr 2007","20 Apr 2007",1,1,NA
"d2874","20 Apr 2007","20 Apr 2007",1,1,"Baghdad"
"k6131a","20 Apr 2007","20 Apr 2007",3,3,"Baghdad"
"k6131b","20 Apr 2007","20 Apr 2007",3,3,"Baghdad"
"k6131c","20 Apr 2007","20 Apr 2007",2,2,"Baghdad"
"k6131d","20 Apr 2007","20 Apr 2007",2,2,"Baghdad"
"k6131e","20 Apr 2007","20 Apr 2007",2,2,"Baghdad"
"k6131f","20 Apr 2007","20 Apr 2007",1,1,"Baghdad"
"k6131g","20 Apr 2007","20 Apr 2007",1,1,"Baghdad"
"k6131h","20 Apr 2007","20 Apr 2007",4,4,"Baghdad"
"k6131i","20 Apr 2007","20 Apr 2007",1,1,"Baghdad"
"k6131k","20 Apr 2007","20 Apr 2007",6,6,"Baghdad"
"k6131j","20 Apr 2007","20 Apr 2007",1,1,"Baghdad"
"k6121","19 Apr 2007","19 Apr 2007",1,1,"Baghdad"
"k6122","19 Apr 2007","19 Apr 2007",2,2,"Salah ad Din"
"k6123","19 Apr 2007","19 Apr 2007",1,1,"Salah ad Din"
"k6124","19 Apr 2007","19 Apr 2007",1,1,"Diyala"
"k6126","19 Apr 2007","19 Apr 2007",3,3,"Baghdad"
"k6127","19 Apr 2007","19 Apr 2007",2,2,"Baghdad"
"k6128","19 Apr 2007","19 Apr 2007",3,3,"Baghdad"
"k6129","19 Apr 2007","19 Apr 2007",9,12,"Baghdad"
"d2865","19 Apr 2007","19 Apr 2007",1,1,"Salah ad Din"
"d2866","19 Apr 2007","19 Apr 2007",1,1,"Wasit"
"k6125a","19 Apr 2007","19 Apr 2007",4,4,"Baghdad"
"k6125b","19 Apr 2007","19 Apr 2007",3,3,"Baghdad"
"k6125c","19 Apr 2007","19 Apr 2007",2,2,"Baghdad"
"k6125d","19 Apr 2007","19 Apr 2007",2,2,"Baghdad"
"k6125e","19 Apr 2007","19 Apr 2007",2,2,"Baghdad"
"k6125f","19 Apr 2007","19 Apr 2007",2,2,"Baghdad"
"k6125g","19 Apr 2007","19 Apr 2007",1,1,"Baghdad"
"k6125h","19 Apr 2007","19 Apr 2007",1,1,"Baghdad"
"k6125i","19 Apr 2007","19 Apr 2007",1,1,"Baghdad"
"k6125j","19 Apr 2007","19 Apr 2007",1,1,"Baghdad"
"k6125k","19 Apr 2007","19 Apr 2007",1,1,"Baghdad"
"d5718","19 Apr 2007","19 Apr 2007",10,10,NA
"k6109","18 Apr 2007","18 Apr 2007",2,2,"Baghdad"
"k6110","18 Apr 2007","18 Apr 2007",2,4,"Baghdad"
"k6111","18 Apr 2007","18 Apr 2007",11,11,"Baghdad"
"k6112","18 Apr 2007","18 Apr 2007",140,140,"Baghdad"
"k6113","18 Apr 2007","18 Apr 2007",40,41,"Baghdad"
"k6114","18 Apr 2007","18 Apr 2007",3,3,"Diyala"
"k6116","18 Apr 2007","18 Apr 2007",1,1,"Baghdad"
"k6117","18 Apr 2007","18 Apr 2007",7,7,"Nineveh"
"k6118","18 Apr 2007","18 Apr 2007",6,6,"Salah ad Din"
"k6119","18 Apr 2007","18 Apr 2007",3,3,"Salah ad Din"
"k6120","18 Apr 2007","18 Apr 2007",1,1,"Nineveh"
"d2858","18 Apr 2007","18 Apr 2007",2,2,"Nineveh"
"d2860","18 Apr 2007","18 Apr 2007",25,25,"Anbar"
"d2861","18 Apr 2007","18 Apr 2007",1,1,"Kirkuk"
"d2862","11 Apr 2007","18 Apr 2007",2,2,"Diyala"
"d2863","18 Apr 2007","18 Apr 2007",2,2,"Diyala"
"d2864","18 Apr 2007","18 Apr 2007",4,4,"Baghdad"
"k6115a","18 Apr 2007","18 Apr 2007",3,3,"Baghdad"
"k6115b","18 Apr 2007","18 Apr 2007",2,2,"Baghdad"
"k6115c","18 Apr 2007","18 Apr 2007",2,2,"Baghdad"
"k6115d","18 Apr 2007","18 Apr 2007",2,2,"Baghdad"
"k6115e","18 Apr 2007","18 Apr 2007",2,2,"Baghdad"
"k6115f","18 Apr 2007","18 Apr 2007",1,1,"Baghdad"
"k6115g","18 Apr 2007","18 Apr 2007",1,1,"Baghdad"
"k6115h","18 Apr 2007","18 Apr 2007",1,1,"Baghdad"
"k6115i","18 Apr 2007","18 Apr 2007",1,1,"Baghdad"
"d5319","18 Apr 2007","18 Apr 2007",1,1,"Baghdad"
"k6096","17 Apr 2007","17 Apr 2007",1,1,"Nineveh"
"k6097","17 Apr 2007","17 Apr 2007",1,1,NA
"k6098","17 Apr 2007","17 Apr 2007",1,1,"Baghdad"
"k6099","17 Apr 2007","17 Apr 2007",1,1,"Baghdad"
"k6100","17 Apr 2007","17 Apr 2007",3,3,"Wasit"
"k6101","17 Apr 2007","17 Apr 2007",4,4,"Qadisiyyah"
"k6102","17 Apr 2007","17 Apr 2007",17,17,"Anbar"
"k6104","17 Apr 2007","17 Apr 2007",2,2,"Diyala"
"k6105","17 Apr 2007","17 Apr 2007",3,3,"Salah ad Din"
"k6106","17 Apr 2007","17 Apr 2007",1,1,"Baghdad"
"k6107","17 Apr 2007","17 Apr 2007",3,3,"Nineveh"
"k6108","17 Apr 2007","17 Apr 2007",1,1,"Baghdad"
"d2730","17 Apr 2007","17 Apr 2007",1,1,"Nineveh"
"d2848","17 Apr 2007","17 Apr 2007",5,5,"Nineveh"
"d2849","17 Apr 2007","17 Apr 2007",1,1,"Baghdad"
"d2850","17 Apr 2007","17 Apr 2007",1,1,"Baghdad"
"d2852","17 Apr 2007","17 Apr 2007",3,3,"Anbar"
"d2853","17 Apr 2007","17 Apr 2007",2,2,"Diyala"
"d2854","17 Apr 2007","17 Apr 2007",1,1,"Baghdad"
"d2855","17 Apr 2007","17 Apr 2007",1,1,"Nineveh"
"d2857","17 Apr 2007","17 Apr 2007",1,1,"Baghdad"
"k6103a","17 Apr 2007","17 Apr 2007",5,5,"Baghdad"
"k6103b","17 Apr 2007","17 Apr 2007",4,4,"Baghdad"
"k6103c","17 Apr 2007","17 Apr 2007",2,2,"Baghdad"
"k6103d","17 Apr 2007","17 Apr 2007",2,2,"Baghdad"
"k6103e","17 Apr 2007","17 Apr 2007",1,1,"Baghdad"
"k6103f","17 Apr 2007","17 Apr 2007",5,5,"Baghdad"
"k6103g","17 Apr 2007","17 Apr 2007",5,5,"Baghdad"
"k6103f","17 Apr 2007","17 Apr 2007",1,1,"Baghdad"
"d4486","17 Apr 2007","17 Apr 2007",1,1,"Baghdad"
"k15807","17 Apr 2007","17 Apr 2007",1,1,"Diyala"
"k6083","16 Apr 2007","16 Apr 2007",3,3,"Baghdad"
"k6084","16 Apr 2007","16 Apr 2007",1,1,"Baghdad"
"k6085","16 Apr 2007","16 Apr 2007",1,1,"Baghdad"
"k6086","16 Apr 2007","16 Apr 2007",1,1,"Nineveh"
"k6087","16 Apr 2007","16 Apr 2007",1,1,"Kirkuk"
"k6089","16 Apr 2007","16 Apr 2007",1,1,"Salah ad Din"
"k6090","16 Apr 2007","16 Apr 2007",3,3,"Salah ad Din"
"k6091","16 Apr 2007","16 Apr 2007",1,1,"Nineveh"
"k6092","16 Apr 2007","16 Apr 2007",6,6,"Nineveh"
"k6093","16 Apr 2007","16 Apr 2007",3,3,"Salah ad Din"
"k6094","16 Apr 2007","16 Apr 2007",7,7,"Anbar"
"d2729","16 Apr 2007","16 Apr 2007",1,1,"Nineveh"
"d2835","15 Apr 2007","16 Apr 2007",1,1,"Basra"
"d2844","9 Apr 2007","16 Apr 2007",1,1,"Najaf"
"d2846","16 Apr 2007","16 Apr 2007",1,1,"Nineveh"
"d2851","16 Apr 2007","16 Apr 2007",0,1,"Baghdad"
"k8768","16 Apr 2007","16 Apr 2007",1,1,"Nineveh"
"k8769","16 Apr 2007","16 Apr 2007",1,1,"Nineveh"
"k12017","10 Mar 2007","16 Apr 2007",4,4,"Baghdad"
"k6088a","16 Apr 2007","16 Apr 2007",2,2,"Baghdad"
"k6088b","16 Apr 2007","16 Apr 2007",2,2,"Baghdad"
"k6088c","16 Apr 2007","16 Apr 2007",2,2,"Baghdad"
"k6088d","16 Apr 2007","16 Apr 2007",1,1,"Baghdad"
"k6088e","16 Apr 2007","16 Apr 2007",1,1,"Baghdad"
"k6088f","16 Apr 2007","16 Apr 2007",1,1,"Baghdad"
"k6088g","16 Apr 2007","16 Apr 2007",1,1,"Baghdad"
"k6088h","16 Apr 2007","16 Apr 2007",1,1,"Baghdad"
"k15962","16 Apr 2007","16 Apr 2007",2,2,NA
"d5131","16 Apr 2007","16 Apr 2007",1,1,"Anbar"
"k6074","15 Apr 2007","15 Apr 2007",2,2,"Nineveh"
"k6075","15 Apr 2007","15 Apr 2007",2,2,NA
"k6077","15 Apr 2007","15 Apr 2007",1,1,NA
"k6078","15 Apr 2007","15 Apr 2007",2,3,"Salah ad Din"
"k6079","15 Apr 2007","15 Apr 2007",9,11,"Baghdad"
"k6080","15 Apr 2007","15 Apr 2007",5,9,"Baghdad"
"k6081","15 Apr 2007","15 Apr 2007",2,6,"Baghdad"
"k6082","15 Apr 2007","15 Apr 2007",18,18,"Baghdad"
"d2833","15 Apr 2007","15 Apr 2007",1,1,"Maysan"
"d2834","15 Apr 2007","15 Apr 2007",4,4,"Anbar"
"d2837","15 Apr 2007","15 Apr 2007",1,1,"Salah ad Din"
"d2838","15 Apr 2007","15 Apr 2007",1,1,"Salah ad Din"
"d2839","15 Apr 2007","15 Apr 2007",1,1,"Salah ad Din"
"d2840","15 Apr 2007","15 Apr 2007",1,1,"Kirkuk"
"d2841","15 Apr 2007","15 Apr 2007",2,2,"Diyala"
"d2842","15 Apr 2007","15 Apr 2007",1,1,"Diyala"
"d2843","15 Apr 2007","15 Apr 2007",1,1,"Nineveh"
"d3058","13 Apr 2007","15 Apr 2007",1,1,"Wasit"
"k6076a","15 Apr 2007","15 Apr 2007",7,7,"Baghdad"
"k6076b","15 Apr 2007","15 Apr 2007",5,5,"Baghdad"
"k6076c","15 Apr 2007","15 Apr 2007",5,5,"Baghdad"
"k6076d","15 Apr 2007","15 Apr 2007",4,4,"Baghdad"
"k6076e","15 Apr 2007","15 Apr 2007",2,2,"Baghdad"
"k6076f","15 Apr 2007","15 Apr 2007",2,2,"Baghdad"
"k6076g","15 Apr 2007","15 Apr 2007",2,2,"Baghdad"
"k6076h","15 Apr 2007","15 Apr 2007",2,2,"Baghdad"
"k6076","15 Apr 2007","15 Apr 2007",1,1,"Baghdad"
"k6062","14 Apr 2007","14 Apr 2007",4,4,"Karbala"
"k6064","14 Apr 2007","14 Apr 2007",1,1,"Diyala"
"k6065","13 Apr 2007","14 Apr 2007",19,19,"Baghdad"
"k6066","14 Apr 2007","14 Apr 2007",1,1,"Baghdad"
"k6067","14 Apr 2007","14 Apr 2007",3,3,"Diyala"
"k6068","14 Apr 2007","14 Apr 2007",4,4,"Nineveh"
"k6069","14 Apr 2007","14 Apr 2007",1,1,"Anbar"
"k6070","14 Apr 2007","14 Apr 2007",3,3,"Babil"
"k6071","14 Apr 2007","14 Apr 2007",9,10,"Baghdad"
"k6072","14 Apr 2007","14 Apr 2007",46,47,"Karbala"
"k6073","14 Apr 2007","14 Apr 2007",1,1,"Diyala"
"d2821","14 Apr 2007","14 Apr 2007",0,3,"Baghdad"
"d2822","14 Apr 2007","14 Apr 2007",1,1,"Baghdad"
"d2823","14 Apr 2007","14 Apr 2007",1,1,"Baghdad"
"d2824","14 Apr 2007","14 Apr 2007",1,1,"Baghdad"
"d2825","14 Apr 2007","14 Apr 2007",3,3,"Wasit"
"d2826","14 Apr 2007","14 Apr 2007",1,1,"Babil"
"d2827","14 Apr 2007","14 Apr 2007",2,2,"Anbar"
"d2829","14 Apr 2007","14 Apr 2007",3,3,"Diyala"
"d2830","14 Apr 2007","14 Apr 2007",2,2,"Diyala"
"d2831","14 Apr 2007","14 Apr 2007",1,1,"Kirkuk"
"d2832","14 Apr 2007","14 Apr 2007",1,1,"Muthanna"
"d4553","14 Apr 2007","14 Apr 2007",1,1,"Anbar"
"d4554","12 Apr 2007","14 Apr 2007",1,1,"Baghdad"
"k9172b","14 Apr 2007","14 Apr 2007",1,1,"Babil"
"d5318","14 Apr 2007","14 Apr 2007",1,1,"Baghdad"
"k6057","13 Apr 2007","13 Apr 2007",4,4,"Diyala"
"k6059","13 Apr 2007","13 Apr 2007",1,1,"Nineveh"
"k6060","13 Apr 2007","13 Apr 2007",2,2,"Baghdad"
"k6061","13 Apr 2007","13 Apr 2007",1,1,"Baghdad"
"k6063","13 Apr 2007","13 Apr 2007",1,1,"Kirkuk"
"d2815","13 Apr 2007","13 Apr 2007",1,1,"Nineveh"
"d2816","13 Apr 2007","13 Apr 2007",1,1,"Nineveh"
"d2818","13 Apr 2007","13 Apr 2007",4,4,"Nineveh"
"d2817","13 Apr 2007","13 Apr 2007",4,4,"Diyala"
"d2819","13 Apr 2007","13 Apr 2007",1,1,"Baghdad"
"d2820","13 Apr 2007","13 Apr 2007",1,1,"Baghdad"
"k6061b","13 Apr 2007","13 Apr 2007",2,2,"Baghdad"
"k6058a","13 Apr 2007","13 Apr 2007",1,1,"Baghdad"
"k6058b","13 Apr 2007","13 Apr 2007",1,1,"Baghdad"
"k6058c","13 Apr 2007","13 Apr 2007",1,1,"Baghdad"
"k6058d","13 Apr 2007","13 Apr 2007",1,1,"Baghdad"
"k6058e","13 Apr 2007","13 Apr 2007",1,1,"Baghdad"
"d4482","13 Apr 2007","13 Apr 2007",2,2,"Kirkuk"
"k15963","13 Apr 2007","13 Apr 2007",1,1,NA
"k6048","12 Apr 2007","12 Apr 2007",2,2,"Baghdad"
"k6049","12 Apr 2007","12 Apr 2007",1,1,"Nineveh"
"k6050","12 Apr 2007","12 Apr 2007",1,1,"Kirkuk"
"k6051","12 Apr 2007","12 Apr 2007",1,1,"Baghdad"
"k6052","12 Apr 2007","12 Apr 2007",1,1,"Baghdad"
"k6053","12 Apr 2007","12 Apr 2007",6,6,"Kirkuk"
"k6054","12 Apr 2007","12 Apr 2007",1,3,"Baghdad"
"k6056","12 Apr 2007","12 Apr 2007",10,11,"Baghdad"
"d2805","12 Apr 2007","12 Apr 2007",1,1,"Nineveh"
"d2807","12 Apr 2007","12 Apr 2007",4,4,"Diyala"
"d2808","12 Apr 2007","12 Apr 2007",1,1,"Baghdad"
"d2809","12 Apr 2007","12 Apr 2007",1,1,"Baghdad"
"d2810","12 Apr 2007","12 Apr 2007",1,1,"Baghdad"
"d2811","12 Apr 2007","12 Apr 2007",1,1,"Baghdad"
"d2812","12 Apr 2007","12 Apr 2007",1,1,"Nineveh"
"d2813","12 Apr 2007","12 Apr 2007",1,1,"Wasit"
"d2814","12 Apr 2007","12 Apr 2007",1,1,"Karbala"
"k6055a","12 Apr 2007","12 Apr 2007",2,2,"Baghdad"
"k6055b","12 Apr 2007","12 Apr 2007",2,2,"Baghdad"
"k6055c","12 Apr 2007","12 Apr 2007",2,2,"Baghdad"
"k6055d","12 Apr 2007","12 Apr 2007",1,1,"Baghdad"
"k6055e","12 Apr 2007","12 Apr 2007",1,1,"Baghdad"
"k6055f","12 Apr 2007","12 Apr 2007",2,2,"Baghdad"
"k6055g","12 Apr 2007","12 Apr 2007",1,1,"Baghdad"
"k6055h","12 Apr 2007","12 Apr 2007",1,1,"Baghdad"
"d4556","12 Apr 2007","12 Apr 2007",4,4,"Baghdad"
"d5719","12 Apr 2007","12 Apr 2007",1,1,"Anbar"
"k6041","11 Apr 2007","11 Apr 2007",2,2,"Nineveh"
"k6042","11 Apr 2007","11 Apr 2007",1,1,"Nineveh"
"k6043","11 Apr 2007","11 Apr 2007",2,2,"Baghdad"
"k6044","11 Apr 2007","11 Apr 2007",7,7,"Nineveh"
"k6045","11 Apr 2007","11 Apr 2007",1,1,"Babil"
"k6047","10 Apr 2007","11 Apr 2007",11,11,"Baghdad"
"d2790","11 Apr 2007","11 Apr 2007",6,6,"Anbar"
"d2800","11 Apr 2007","11 Apr 2007",2,2,"Wasit"
"d2801","11 Apr 2007","11 Apr 2007",5,5,"Diyala"
"d2802","11 Apr 2007","11 Apr 2007",1,1,"Baghdad"
"d2806","11 Apr 2007","11 Apr 2007",2,2,"Nineveh"
"k6047b","10 Apr 2007","11 Apr 2007",4,5,"Baghdad"
"k6024","10 Apr 2007","10 Apr 2007",9,9,"Baghdad"
"k6025","10 Apr 2007","10 Apr 2007",1,1,"Baghdad"
"k6026","10 Apr 2007","10 Apr 2007",1,1,"Basra"
"k6027","10 Apr 2007","10 Apr 2007",16,16,"Diyala"
"k6028","10 Apr 2007","10 Apr 2007",2,2,"Baghdad"
"k6029","10 Apr 2007","10 Apr 2007",5,6,"Baghdad"
"k6030","10 Apr 2007","10 Apr 2007",2,2,"Kirkuk"
"d2788","10 Apr 2007","10 Apr 2007",4,4,"Anbar"
"d2789","10 Apr 2007","10 Apr 2007",1,1,"Anbar"
"d2798","10 Apr 2007","10 Apr 2007",1,1,"Babil"
"d2799","10 Apr 2007","10 Apr 2007",1,1,"Baghdad"
"d2803","10 Apr 2007","10 Apr 2007",1,1,"Nineveh"
"d2804","10 Apr 2007","10 Apr 2007",2,2,"Nineveh"
"k6031a","10 Apr 2007","10 Apr 2007",1,1,"Baghdad"
"k6031b","10 Apr 2007","10 Apr 2007",2,2,"Baghdad"
"k6031c","10 Apr 2007","10 Apr 2007",1,1,"Baghdad"
"k6031d","10 Apr 2007","10 Apr 2007",2,2,"Baghdad"
"k6031e","10 Apr 2007","10 Apr 2007",1,1,"Baghdad"
"k6031f","10 Apr 2007","10 Apr 2007",1,1,"Baghdad"
"k6031g","10 Apr 2007","10 Apr 2007",1,1,"Baghdad"
"d5717","10 Apr 2007","10 Apr 2007",1,1,"Anbar"
"k6015","9 Apr 2007","9 Apr 2007",2,2,"Baghdad"
"k6016","9 Apr 2007","9 Apr 2007",1,1,"Baghdad"
"k6017","9 Apr 2007","9 Apr 2007",1,1,"Basra"
"k6019","9 Apr 2007","9 Apr 2007",1,1,"Kirkuk"
"k6021","9 Apr 2007","9 Apr 2007",3,3,"Diyala"
"k6022","9 Apr 2007","9 Apr 2007",1,1,"Babil"
"k6023","9 Apr 2007","9 Apr 2007",1,1,"Baghdad"
"d2728","9 Apr 2007","9 Apr 2007",3,3,"Nineveh"
"d2783","9 Apr 2007","9 Apr 2007",1,1,"Muthanna"
"d2784","9 Apr 2007","9 Apr 2007",2,2,"Nineveh"
"d2785","9 Apr 2007","9 Apr 2007",3,3,"Diyala"
"d2786","9 Apr 2007","9 Apr 2007",3,3,"Diyala"
"k6022b","9 Apr 2007","9 Apr 2007",1,1,"Babil"
"k6020a","9 Apr 2007","9 Apr 2007",4,4,"Baghdad"
"k6020b","9 Apr 2007","9 Apr 2007",1,1,"Baghdad"
"k6020c","9 Apr 2007","9 Apr 2007",4,4,"Baghdad"
"d4555","9 Apr 2007","9 Apr 2007",1,1,"Baghdad"
"k6018","8 Apr 2007","8 Apr 2007",1,1,"Diyala"
"k6032","8 Apr 2007","8 Apr 2007",3,3,"Qadisiyyah"
"k6033","8 Apr 2007","8 Apr 2007",18,18,"Baghdad"
"k6034","8 Apr 2007","8 Apr 2007",1,1,"Baghdad"
"k6036","8 Apr 2007","8 Apr 2007",4,4,"Diyala"
"k6037","8 Apr 2007","8 Apr 2007",6,7,"Baghdad"
"k6038","8 Apr 2007","8 Apr 2007",1,1,"Baghdad"
"k6039","8 Apr 2007","8 Apr 2007",1,1,"Anbar"
"k6040","8 Apr 2007","8 Apr 2007",13,13,"Anbar"
"d2779","8 Apr 2007","8 Apr 2007",3,3,NA
"d2780","8 Apr 2007","8 Apr 2007",2,2,"Baghdad"
"d2781","8 Apr 2007","8 Apr 2007",1,1,"Baghdad"
"d2782","8 Apr 2007","8 Apr 2007",1,1,"Diyala"
"k6035a","8 Apr 2007","8 Apr 2007",4,4,"Baghdad"
"k6035b","8 Apr 2007","8 Apr 2007",2,2,"Baghdad"
"k6035c","8 Apr 2007","8 Apr 2007",2,2,"Baghdad"
"k6035d","8 Apr 2007","8 Apr 2007",2,2,"Baghdad"
"k6035e","8 Apr 2007","8 Apr 2007",2,2,"Baghdad"
"k6035f","8 Apr 2007","8 Apr 2007",2,2,"Baghdad"
"k6035g","8 Apr 2007","8 Apr 2007",1,1,"Baghdad"
"k6035h","8 Apr 2007","8 Apr 2007",2,2,"Baghdad"
"d5317","8 Apr 2007","8 Apr 2007",1,1,"Baghdad"
"d5716","8 Apr 2007","8 Apr 2007",1,1,NA
"k6003","7 Apr 2007","7 Apr 2007",1,1,"Baghdad"
"k6004","7 Apr 2007","7 Apr 2007",1,1,"Basra"
"k6005","7 Apr 2007","7 Apr 2007",2,2,"Wasit"
"k6006","7 Apr 2007","7 Apr 2007",6,6,"Karbala"
"k6007","7 Apr 2007","7 Apr 2007",4,4,"Anbar"
"k6009","7 Apr 2007","7 Apr 2007",1,1,"Baghdad"
"k6010","7 Apr 2007","7 Apr 2007",5,5,"Diyala"
"k6011","7 Apr 2007","7 Apr 2007",1,1,"Baghdad"
"k6012","7 Apr 2007","7 Apr 2007",2,2,"Diyala"
"k6013","7 Apr 2007","7 Apr 2007",4,4,"Qadisiyyah"
"k6014","7 Apr 2007","7 Apr 2007",27,27,"Diyala"
"d2770","7 Apr 2007","7 Apr 2007",1,1,"Nineveh"
"d2771","7 Apr 2007","7 Apr 2007",7,7,"Nineveh"
"d2774","7 Apr 2007","7 Apr 2007",1,1,"Baghdad"
"d2775","7 Apr 2007","7 Apr 2007",3,3,"Salah ad Din"
"d2776","7 Apr 2007","7 Apr 2007",1,1,"Babil"
"d2777","7 Apr 2007","7 Apr 2007",1,1,"Diyala"
"d2828","7 Apr 2007","7 Apr 2007",1,1,"Nineveh"
"k6008a","7 Apr 2007","7 Apr 2007",2,2,"Baghdad"
"k6008b","7 Apr 2007","7 Apr 2007",2,2,"Baghdad"
"k6008c","7 Apr 2007","7 Apr 2007",2,2,"Baghdad"
"k6008d","7 Apr 2007","7 Apr 2007",2,2,"Baghdad"
"k6008e","7 Apr 2007","7 Apr 2007",2,2,"Baghdad"
"k6008f","7 Apr 2007","7 Apr 2007",1,1,"Baghdad"
"k6008g","7 Apr 2007","7 Apr 2007",1,1,"Baghdad"
"k6008h","7 Apr 2007","7 Apr 2007",2,2,"Baghdad"
"k9172a","7 Apr 2007","7 Apr 2007",1,1,"Baghdad"
"k5994","6 Apr 2007","6 Apr 2007",1,1,"Baghdad"
"k5995","6 Apr 2007","6 Apr 2007",1,1,"Baghdad"
"k5998","6 Apr 2007","6 Apr 2007",2,2,"Baghdad"
"k5999","6 Apr 2007","6 Apr 2007",4,4,"Nineveh"
"k6000","6 Apr 2007","6 Apr 2007",35,35,"Anbar"
"k6001","6 Apr 2007","6 Apr 2007",1,1,"Baghdad"
"k6002","6 Apr 2007","6 Apr 2007",1,1,"Nineveh"
"k6315","6 Apr 2007","6 Apr 2007",1,1,"Kirkuk"
"d2765","6 Apr 2007","6 Apr 2007",7,7,"Anbar"
